level_0,index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound_df_import,positive_df_import,negative_df_import,neutral_sentiment_df_import,anger_df_import,disgust_df_import,fear_df_import,joy_df_import,neutral_df_import,sadness_df_import,surprise_df_import,compound_df_reviews,positive_df_reviews,negative_df_reviews,neutral_sentiment_df_reviews,anger_df_emotions,disgust_df_emotions,fear_df_emotions,joy_df_emotions,neutral_df_emotions,sadness_df_emotions,surprise_df_emotions
21,21,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Wendy Taylor-Hamilton,Eats adhesive,As a recent ostomy patient the spray works great with removing the appliance. The only negative I have is that it is freezing when it first touches the skin,8/22/2024,5.0,Yes,0,-0.0,0.123,0.154,0.723,0.0765480250120163,0.1917694956064224,0.0198461804538965,0.0064925565384328,0.6631885170936584,0.0346803627908229,0.0074748257175087,-0.0,0.123,0.154,0.723,0.07654811441898346,0.1917695701122284,0.019846217706799507,0.006492555141448975,0.6631883978843689,0.03468040004372597,0.007474823854863644
22,22,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Lester,Better than the other brands,"This is my favorite adhesive remover by far. I’ve tried most of the major brands, both wipes and sprays, and this spray does the best job, especially if you’re hairy!",8/12/2024,5.0,Yes,0,0.8172,0.211,0.0,0.789,0.0101968497037887,0.0936114490032196,0.0029397075995802,0.1468970328569412,0.7181057929992676,0.0041680680587887,0.0240810643881559,0.8172,0.211,0.0,0.789,0.010196863673627377,0.09361129254102707,0.0029397006146609783,0.1468971222639084,0.7181057929992676,0.004168066196143627,0.024081075564026833
23,23,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Amazon Customer,Highly recommend,This product easily removes any adhesive bandage. Just spray it on and the stickiest bandaid comes right off. Excellent for people who can bruise from getting an adhesive product removed.,7/23/2024,5.0,Yes,0,0.7269,0.179,0.0,0.821,0.028557663783431,0.1502752900123596,0.0055230353027582,0.0088380994275212,0.7916994690895081,0.0102459965273737,0.0048604728654026,0.7269,0.179,0.0,0.821,0.028557633981108665,0.15027542412281036,0.005523031111806631,0.008838118053972721,0.7916992902755737,0.01024600863456726,0.004860480781644583
24,24,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Brice Hickey - TheYogiRunner,The very best adhesive remover I've used.,"I have a colostomy bag and I've tried several removers and wipes, but this adhesive remover works better than any others I've tried. Hands-down, the best.The 360° spray is so convenient! I've used other ones where you have to pump and keeping it upright is very difficult in some spots.A little goes along way. Let the remover do the work before you start peeling it up. And then, any adhesive just dissolves. If there is any leftover residue from the adhesive after you peel up the bag, a little spray with this stuff and it comes right up!Sometimes this can be expensive, so check back regular. As I'm typing this, it's 20% off and $13! But then other times I'll see it for $17… I've also bought in bulk sometimes for $12… so always check back!",2/28/2024,5.0,Yes,10,0.3245,0.036,0.026,0.938,0.0315786786377429,0.0322518125176429,0.0048429365269839,0.0481501780450344,0.772785484790802,0.009204251691699,0.1011866331100463,0.3245,0.036,0.026,0.938,0.03157869726419449,0.03225184231996536,0.004842941649258137,0.04815015196800232,0.7727855443954468,0.0092042600736022,0.1011865958571434
25,25,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Geo,Ostomy adhesive remover,Works great.Can’t use paper towels or tissues tho’.I use coarse gauze pads which works well to remove the adhesive.,7/24/2024,5.0,Yes,0,0.2732,0.104,0.0,0.896,0.0245328545570373,0.1411471217870712,0.0095208548009395,0.0113640520721673,0.7855533957481384,0.0207370836287736,0.0071446704678237,0.2732,0.104,0.0,0.896,0.024532869458198547,0.14114722609519958,0.009520861320197582,0.011364039964973927,0.7855532169342041,0.020737096667289734,0.007144675590097904
26,26,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",ac1957,Shame on ConvaTec,"The good: This product is very effective at removing Stoma wafers. The odor is barely noticeable.The bad: There is a very small amount of remover in each spray canister. Now, the price has gone up 50% for a case of 12. That means ConvaTec has priced me out of their market. I will look for a cheaper alternative, even if it's slightly less effective.",5/27/2024,5.0,Yes,6,0.7554,0.141,0.047,0.813,0.0221742410212755,0.410258948802948,0.00494587700814,0.0199235789477825,0.5242652893066406,0.0147118745371699,0.0037202287930995,0.7554,0.141,0.047,0.813,0.022174201905727386,0.4102591574192047,0.004945868626236916,0.01992352306842804,0.5242651700973511,0.014711856842041016,0.0037202206440269947
27,27,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Mila F,Obi adhesive remover,"This has been so far the only thing that's been able to take off my skyrizi obi injector, for some reason my skin hates the adhesive on the obi and it just stick and pulls so hard.definitely recommend for obi injectors",6/14/2024,5.0,Yes,0,-0.0314,0.062,0.065,0.873,0.3137929141521454,0.0642367526888847,0.0046325591392815,0.0077451476827263,0.1310239732265472,0.4420571029186249,0.0365115515887737,-0.0314,0.062,0.065,0.873,0.3137936592102051,0.06423692405223846,0.004632566589862108,0.007745152339339256,0.13102413713932037,0.4420561194419861,0.036511510610580444
28,28,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Briggsmoscow,Adhesive remover.,Works great.,8/4/2024,5.0,Yes,0,0.6249,0.804,0.0,0.196,0.0076706637628376,0.0081276362761855,0.0022511375136673,0.688550591468811,0.2648560404777527,0.0097239548340439,0.0188199635595083,0.6249,0.804,0.0,0.196,0.007670655380934477,0.00812763161957264,0.0022511351853609085,0.6885508298873901,0.2648558020591736,0.009723939932882786,0.018819937482476234
29,29,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",G.A.,Makes the adhesive manageable,"I thought this would be just another one of those products that is all talk and no action, boy was I wrong! this product helped remove a very stubborn adhesive that would literally peel skin off! one good spray of this product and the adhesive wiped off like water! great product, well worth it!",5/23/2024,5.0,Yes,0,0.7488,0.222,0.126,0.652,0.0282224770635366,0.0143007971346378,0.0021734917536377,0.7684292197227478,0.0870895832777023,0.006046765949577,0.0937377512454986,0.7488,0.222,0.126,0.652,0.02822241187095642,0.014300764538347721,0.0021734884940087795,0.7684294581413269,0.08708952367305756,0.006046762689948082,0.09373759478330612
30,30,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Joy Shoppelle,Quality,Love this. It SO helps when removing bandages. No tearing of the skin anymore.,7/19/2024,5.0,Yes,0,0.7668,0.372,0.105,0.523,0.0249869264662265,0.1512035876512527,0.0027427121531218,0.2020996212959289,0.5677847862243652,0.0311474539339542,0.0200349055230617,0.7668,0.372,0.105,0.523,0.024986976757645607,0.15120384097099304,0.0027427158784121275,0.20209965109825134,0.5677844285964966,0.031147465109825134,0.02003495953977108
